"incident_number","arrest_date","gender","race","age","charge","most_serious"
"13BU023183",2013-09-01 23:07:41,"Female - F","White - W",23,"Drugs - Heroin, Possession 2+ Grams 18 VSA 4233(A)(4) 35A",NA
"13BU023183",2013-09-01 23:07:41,"Female - F","White - W",23,"Drugs - Cocaine, Possession  >2.5 Gm 18 VSA 4231(A)(1) 35A",0
"13BU023183",2013-09-04 14:33:54,"Female - F","Black - B",20,"False Information To A Police Officer 13 VSA 1754 90Z",1
"13BU023205",2013-09-01 22:14:00,"Male - M","White - W",35,"Lewd And Lascivious Conduct 13 VSA 2601 90Z",1
"13BU023221",2013-09-02 02:15:00,"Male - M","Asian - A",28,"Simple Assault 13 VSA 1023 13B",1
"13BU023221",2013-09-02 04:10:02,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"13BU023222",2013-09-02 03:49:01,"Male - M","White - W",24,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1
"13BU023234",2013-09-02 09:36:52,NA,NA,NA,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"13BU023276",2013-09-02 19:02:00,"Male - M","White - W",23,"Stalking - Aggravated 13 VSA 1063 13C",1
"13BU023290",2013-09-02 23:27:46,"Female - F","White - W",36,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU023290",2013-09-09 22:20:05,"Female - F","White - W",34,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU023335",2013-09-03 12:06:00,"Male - M","White - W",25,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"13BU023367",2013-09-03 16:45:00,NA,NA,NA,"Disorderly Conduct By Phone Or Electronic Communication 13 VSA 1027 90C",1
"13BU023372",2013-09-03 16:31:00,"Male - M","Black - B",38,"False Information To A Police Officer 13 VSA 1754 90Z",0
"13BU023372",2013-09-03 16:31:00,"Male - M","Black - B",38,"Fugitive From Justice (Arrest Prior To Requisition) 13 VSA 4953 90Z",1
"13BU023444",2013-09-04 13:27:00,"Male - M","White - W",54,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU023452",2013-09-20 13:08:00,"Male - M","White - W",43,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU023455",2013-09-04 16:02:46,"Male - M","White - W",55,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"13BU023461",2013-09-04 16:04:46,"Female - F","White - W",28,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU023495",2013-09-04 23:32:00,NA,NA,NA,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU023501",2013-09-05 02:45:47,"Male - M","White - W",19,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"13BU023503",2013-09-05 02:05:00,"Male - M","White - W",36,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"13BU023508",2013-09-05 05:43:00,"Male - M","White - W",26,"Domestic Assault 13 VSA 1042 13B",1
"13BU023516",2013-09-05 17:06:00,"Male - M","White - W",20,"Identity Theft 13 VSA 2030 26F",0
"13BU023516",2013-09-05 17:06:00,"Male - M","White - W",20,"False Pretenses 13 VSA 2002 26A",0
"13BU023516",2013-09-05 17:06:00,"Male - M","White - W",20,"Credit Card/ATM Fraud 9 VSA 4043 26B",0
"13BU023516",2013-09-05 17:06:00,"Male - M","White - W",20,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"13BU023516",2013-09-05 17:06:00,"Male - M","White - W",20,"Burglary 13 VSA 1201 220",1
"13BU023523",2013-09-05 10:01:21,"Male - M","Black - B",30,"Drugs - Cocaine, Sale >2.5 Gm 18 VSA 4231(B)(2) 35A",1
"13BU023523",2013-09-05 10:01:21,"Male - M","Black - B",30,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",NA
"13BU023536",2013-09-05 21:41:00,"Male - M","White - W",50,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"13BU023536",2013-09-05 21:41:00,"Male - M","White - W",50,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"13BU023557",2013-09-05 17:22:53,"Male - M","White - W",32,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU023624",2013-09-06 03:17:07,"Male - M","White - W",56,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU023634",2013-09-06 04:36:00,"Male - M","Black - B",33,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"13BU023643",2013-09-06 08:58:32,"Male - M","White - W",18,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU023643",2013-09-06 08:58:32,"Male - M","White - W",18,"False Pretenses 13 VSA 2002 26A",0
"13BU023643",2013-09-06 08:58:32,"Male - M","White - W",18,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"13BU023667",2013-09-06 14:11:36,"Female - F","White - W",32,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU023720",2013-09-07 00:35:00,"Male - M","White - W",20,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU023745",2013-09-07 02:12:30,"Male - M","White - W",20,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU023762",2013-09-07 03:12:46,"Female - F","White - W",21,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"13BU023774",2013-09-07 05:32:00,NA,NA,NA,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"13BU023791",2013-09-07 11:22:20,"Male - M","White - W",20,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU023821",2013-09-07 19:15:00,"Female - F","White - W",44,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU023835",2013-09-07 20:22:00,"Male - M","White - W",55,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU023855",2013-09-08 00:30:00,"Male - M","White - W",30,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"13BU023863",2013-09-08 01:47:08,"Male - M","White - W",23,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU023870",2013-09-08 01:58:00,"Male - M","White - W",31,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"13BU023948",2013-09-09 08:00:00,"Male - M","White - W",35,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU023998",2013-09-09 20:27:06,"Male - M","White - W",29,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU024012",2013-09-09 21:01:00,"Male - M","White - W",24,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU024019",2013-09-09 23:16:54,"Male - M","Black - B",49,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"13BU024074",2013-09-10 15:31:00,"Female - F","White - W",18,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU024088",2013-09-10 19:06:49,"Male - M","Black - B",20,"Drugs - Ecstasy Possession - 2+ Grams 18 VSA 4235a(A)(2) 35A",1
"13BU024135",2013-09-11 08:07:14,"Male - M","White - W",25,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"13BU024135",2013-09-11 08:07:14,"Male - M","White - W",25,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"13BU024135",2013-09-12 08:01:56,"Female - F","Unknown - U",24,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"13BU024138",2013-09-12 11:30:00,"Male - M","White - W",51,"Forgery/Counterfeit 13 VSA 1801 250",1
"13BU024138",2013-09-12 11:30:00,"Male - M","White - W",51,"Identity Theft 13 VSA 2030 26F",0
"13BU024138",2013-09-12 11:30:00,"Male - M","White - W",51,"Uttering A Forged Instrument 13 VSA 1802 250",0
"13BU024177",2013-09-11 13:17:39,"Female - F","White - W",30,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU024183",2013-09-11 14:47:12,"Female - F","White - W",14,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU024183",2013-09-11 14:47:12,"Female - F","White - W",14,"Hate Motivated Crime (Misdemeanor) 13 VSA 1455 90Z",0
"13BU024201",2013-09-11 16:52:16,"Male - M","White - W",20,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024206",2013-09-11 18:15:00,"Male - M","White - W",48,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"13BU024217",2013-09-11 20:04:21,"Female - F","White - W",15,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU024218",2013-09-11 20:15:00,NA,NA,NA,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"13BU024223",2013-09-12 21:42:00,"Male - M","White - W",47,"Simple Assault 13 VSA 1023 13B",1
"13BU024236",2013-09-12 01:48:07,"Male - M","White - W",23,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU024289",2013-09-12 16:24:00,"Male - M","White - W",50,"Theft Of Services (Misdemeanor) 13 VSA 2582 23H",1
"13BU024289",2014-03-15 15:40:00,"Male - M","White - W",51,"Theft Of Services (Misdemeanor) 13 VSA 2582 23H",1
"13BU024298",2013-09-20 13:25:00,"Male - M","White - W",43,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU024315",2013-09-12 19:50:00,"Male - M","White - W",50,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"13BU024412",2013-09-13 12:00:00,"Male - M","White - W",31,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024412",2013-09-13 12:00:00,"Male - M","White - W",31,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"13BU024448",2013-09-20 23:01:10,"Male - M","Black - B",42,"Assault And Robbery 13 VSA 608 120",1
"13BU024448",2013-09-20 23:01:10,"Male - M","Black - B",42,"Domestic Assault 13 VSA 1042 13B",0
"13BU024451",2013-09-13 18:43:00,"Male - M","White - W",24,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU024478",2013-09-14 00:04:00,"Male - M",NA,49,NA,1
"13BU024507",2013-09-14 03:27:17,"Male - M","White - W",32,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU024511",2013-09-14 03:23:00,"Male - M","White - W",23,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"13BU024536",2013-09-14 12:25:00,"Male - M","White - W",45,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024540",2013-09-15 12:05:36,"Female - F","White - W",43,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024540",2013-11-26 12:58:00,"Female - F","White - W",28,"Inciting To Felony 13 VSA 7 90Z",1
"13BU024540",2013-11-26 12:58:00,"Female - F","White - W",28,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"13BU024540",2013-12-04 17:16:11,"Female - F","White - W",47,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU024540",2013-12-04 17:16:11,"Female - F","White - W",47,"Inciting To Felony 13 VSA 7 90Z",0
"13BU024559",2013-09-14 19:00:00,"Female - F","White - W",21,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024561",2013-09-19 18:00:00,"Male - M","White - W",53,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"13BU024591",2013-09-14 23:03:41,"Male - M","White - W",40,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"13BU024591",2013-09-14 23:03:41,"Male - M","White - W",40,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"13BU024605",2013-09-15 00:38:17,"Male - M","White - W",21,"Liquor Sale Or Furnishing To Minors, Enabling Consumption By Minors - Misdemeanor 7 VSA 658 90G",1
"13BU024605",2013-09-15 18:02:36,"Male - M","White - W",20,"Liquor Sale Or Furnishing To Minors, Enabling Consumption By Minors - Misdemeanor 7 VSA 658 90G",1
"13BU024643",2013-09-15 05:17:28,NA,NA,NA,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"13BU024659",2013-09-15 09:53:31,"Male - M","White - W",56,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024677",2013-09-15 13:36:37,"Female - F","White - W",32,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU024685",2013-09-15 15:07:06,"Female - F","White - W",32,"False Pretenses 13 VSA 2002 26A",1
"13BU024698",2013-09-15 20:57:00,"Male - M","White - W",31,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"13BU024717",2013-09-15 20:34:00,"Female - F","White - W",55,"Burglary 13 VSA 1201 220",1
"13BU024733",2013-09-16 03:24:43,"Male - M","White - W",26,"Aggravated Assault 13 VSA 1024 13A",1
"13BU024733",2013-09-16 03:24:43,"Female - F","White - W",46,"Aggravated Assault 13 VSA 1024 13A",1
"13BU024805",2013-09-16 14:11:04,"Male - M","White - W",24,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU024820",2013-09-16 17:05:44,"Male - M","White - W",21,NA,1
"13BU024842",2013-09-19 16:00:00,"Male - M","White - W",17,"Assault And Robbery 13 VSA 608 120",1
"13BU024842",2013-09-19 16:00:00,"Male - M","White - W",17,"Aggravated Assault 13 VSA 1024 13A",0
"13BU024842",2013-09-19 16:00:00,"Male - M","White - W",17,"Conspiracy 13 VSA 1404 90Z",0
"13BU024842",2013-09-19 16:00:00,"Male - M","White - W",18,"Assault And Robbery 13 VSA 608 120",1
"13BU024842",2013-09-19 16:00:00,"Male - M","White - W",18,"Conspiracy 13 VSA 1404 90Z",0
"13BU024842",2013-09-19 16:00:00,"Male - M","White - W",18,NA,0
"13BU024854",2013-09-16 23:53:57,"Male - M","White - W",19,NA,1
"13BU024857",2013-09-17 00:47:00,"Female - F","White - W",58,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU024863",2013-09-17 02:53:00,"Female - F","White - W",27,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"13BU024873",2013-09-17 09:19:31,"Female - F","White - W",25,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024890",2013-09-17 11:18:00,"Male - M","Other - U",33,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU024924",2013-09-17 18:06:28,"Female - F","White - W",24,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"13BU024992",2013-10-03 15:30:00,"Male - M","White - W",27,"False Pretenses 13 VSA 2002 26A",1
"13BU025018",2013-09-30 10:48:00,NA,NA,NA,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"13BU025018",2013-09-30 10:48:00,NA,NA,NA,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"13BU025023",2013-09-18 17:32:26,"Male - M","White - W",30,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU025040",2013-09-20 13:29:00,"Male - M","White - W",43,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU025071",2013-09-19 05:00:54,"Male - M","Black - B",24,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"13BU025071",2013-09-19 05:00:54,"Male - M","Black - B",24,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"13BU025080",2013-12-16 09:26:00,"Female - F","White - W",27,"False Pretenses 13 VSA 2002 26A",1
"13BU025080",2013-09-19 11:35:00,"Female - F","White - W",27,NA,1
"13BU025081",2013-09-19 10:10:35,"Male - M","White - W",74,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU025092",2013-09-19 13:53:23,"Male - M","Black - B",38,"Drugs - Cocaine, Possession >25 Gm 18 VSA 4231(A)(1) 35A",1
"13BU025092",2013-09-19 13:53:23,"Male - M","Black - B",38,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",NA
"13BU025112",2013-09-19 17:07:12,"Female - F","Unknown - U",24,NA,1
"13BU025114",2013-09-19 17:30:00,"Female - F","White - W",28,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"13BU025136",2013-09-19 21:36:00,"Female - F","White - W",27,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU025182",2013-09-20 09:33:08,"Male - M","White - W",22,"Uttering A Forged Instrument 13 VSA 1802 250",1
"13BU025198",2013-09-20 13:29:58,"Female - F","White - W",25,"False Pretenses 13 VSA 2002 26A",1
"13BU025208",2013-09-20 14:30:19,"Female - F","White - W",27,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025219",2013-09-20 15:49:00,NA,NA,NA,"False Information To A Police Officer 13 VSA 1754 90Z",1
"13BU025231",2013-09-20 19:20:53,"Male - M","White - W",30,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025231",2013-09-21 18:35:53,NA,NA,NA,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025241",2013-09-20 20:03:00,NA,NA,NA,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025243",2013-09-20 20:06:00,"Male - M","Black - B",34,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"13BU025258",2013-09-20 21:40:25,"Female - F","White - W",24,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"13BU025312",2013-09-21 03:18:00,NA,NA,NA,"Burglary 13 VSA 1201 220",1
"13BU025320",2013-09-21 02:19:21,NA,NA,NA,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU025323",2013-09-21 02:18:00,"Male - M","White - W",35,"Simple Assault 13 VSA 1023 13B",1
"13BU025345",2013-09-21 08:09:02,"Male - M","White - W",55,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU025370",2013-09-21 12:39:04,"Male - M","White - W",30,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"13BU025400",2013-09-21 19:29:14,"Female - F","White - W",30,"Retail Theft (Felony) 13 VSA 2575 23C",1
"13BU025458",2013-09-22 04:00:00,"Male - M","White - W",40,"Murder - Aggravated 13 VSA 2311 09A",1
"13BU025458",2013-09-22 04:00:00,"Male - M","White - W",40,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",0
"13BU025458",2013-09-22 04:00:00,"Male - M","White - W",40,"Aggravated Sexual Assault 13 VSA 3253 11A",0
"13BU025460",2013-09-22 02:25:00,"Male - M","White - W",19,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU025460",2013-09-29 23:37:00,NA,NA,NA,NA,1
"13BU025460",2013-09-30 07:27:49,"Female - F","White - W",20,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"13BU025488",2013-09-22 17:00:00,"Female - F","White - W",43,"Domestic Assault 13 VSA 1042 13B",1
"13BU025503",2013-09-22 21:29:30,"Female - F","White - W",31,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU025517",2013-09-23 00:26:27,NA,NA,NA,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU025534",2013-09-23 02:45:00,"Male - M","Black - B",28,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"13BU025544",2013-09-23 11:11:25,"Male - M","White - W",30,"Burglary 13 VSA 1201 220",1
"13BU025560",2013-09-23 11:03:50,"Male - M","White - W",21,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU025561",2013-09-23 11:05:14,"Male - M","White - W",21,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU025569",2013-09-23 12:59:21,"Male - M","White - W",48,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"13BU025569",2013-09-23 12:59:21,"Male - M","White - W",48,"Petit Larceny From Other Location 13 VSA 2502 23H",0
"13BU025598",2013-09-23 17:24:00,"Male - M","White - W",56,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"13BU025605",2013-10-23 17:34:00,"Male - M","White - W",43,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU025616",2013-09-23 18:53:04,"Male - M","White - W",28,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU025639",2013-09-23 23:29:49,"Male - M","White - W",19,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"13BU025655",2013-09-24 01:23:06,"Male - M","White - W",37,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU025713",2013-09-24 20:44:30,"Female - F","White - W",30,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",1
"13BU025726",2013-09-24 19:48:45,"Male - M","Black - B",18,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025732",2013-09-25 07:43:57,"Male - M","Black - B",20,NA,1
"13BU025755",2013-09-25 01:40:00,"Female - F","White - W",30,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"13BU025762",2013-09-26 12:18:00,"Male - M","White - W",22,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU025780",2013-10-04 00:00:00,"Male - M","White - W",43,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"13BU025799",2013-09-25 14:58:44,NA,NA,NA,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025803",2013-09-25 15:52:58,"Male - M","White - W",43,"False Pretenses 13 VSA 2002 26A",1
"13BU025825",2013-09-25 18:59:48,"Male - M","White - W",23,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"13BU025825",2013-09-25 18:59:48,"Male - M","White - W",23,"False Information To A Police Officer 13 VSA 1754 90Z",0
"13BU025833",2013-10-08 20:00:00,"Male - M","White - W",36,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"13BU025833",2013-10-23 18:00:33,"Male - M","White - W",43,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
